weaponDetailId,WEAPON_ID,WEAPON_TYPE_ID,MANUFACTURE_DETAILS_MAKE,MANUFACTURE_DETAILS_MODEL,MANUFACTURE_DETAILS_SERIAL_NO,BARREL_QUANTITY,BARREL_UNIT,BARREL_VALUE,CALIBRE,MAG_CAP,OVERALL_LENGTH_QUANTITY,OVERALL_LENGTH_UNIT,OVERALL_LENGTH_VALUE,IS_CORRECT,CHANGES,DATE_RETURNED,DETAILS,QUANTITY,IS_MARKED_FOR_TRANSFER,DB_INSERT_DATE,DB_UPDATE_DATE,DB_UPDATE_AGENT,DB_UPDATE_CASE_ID,WEAPON_REGISTRATION_NUMBER,DB_UPDATE_PC_NUMBER,DB_UPDATE_IP_ADDRESS,DB_UPDATE_SESSION_ID,CATEGORY_CHOICE_CODE,ACTION_CHOICE_CODE,TYPE_CHOICE_CODE,DESCRIPTION_CHOICE_CODE
29319661,31827828,1,BRNO,2,222406,1,NULL,,0.22,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,50:31.6,35:15.9,4038793,14066616,5085440,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A91
29332225,58913688,1,ESCORT,MODEL UNKNOWN,TE26518K00228,1,NULL,,0.22,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,03:53.4,08:44.9,4034502,14065756,10636125,10.46.158.88,10.46.158.88,2188C8C068ABA0BDC3C5DBCEB916E6A8.pk43_537_K1,NULL,BLT,CAA,A91
29332347,32209080,1,BAIKAL,IJ-18,T21763,1,NULL,NULL,0.41,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,07:04.4,53:12.1,4038793,14080834,4850663,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BRK,CAA,A07
29333129,58896991,1,ADLER,A110,19AU-00264,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,44:08.9,19:43.9,4038793,14080802,10621000,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A08
29333346,58719021,1,PUMA,HUNTER,1512069,1,NULL,NULL,.22LR,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,50:32.1,35:36.7,4038793,14080832,10444914,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A91
29333812,58894760,1,RUGER,PRECISION,1803-28019,1,NULL,,6.5CREMOOR,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,15:39.5,50:43.5,4038793,14083400,10618809,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29333929,31848879,1,BRNO,2-E,395212,1,NULL,,0.22,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,32:55.8,41:03.0,4034266,14080845,6660921,10.46.158.88,10.46.158.88,37A22DFD0AF1127A4EFE5127C8B59EC7.pk23_539_K1,NULL,BLT,CAA,A91
29333930,31317929,1,MIROKU,ML-22,74013863,1,NULL,,0.22,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,34:17.3,38:18.4,4034266,14080842,3379213,10.46.158.88,10.46.158.88,37A22DFD0AF1127A4EFE5127C8B59EC7.pk23_539_K1,NULL,LVR,CAA,A91
29333931,58345345,1,SAVAGE,93,1877018,1,NULL,,.22MAG,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,35:25.6,39:05.1,4034266,14080843,10107244,10.46.158.88,10.46.158.88,37A22DFD0AF1127A4EFE5127C8B59EC7.pk23_539_K1,NULL,BLT,CAA,A91
29333932,31873054,1,MARLIN,1894CB357,92047226,1,NULL,,0.357,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,36:54.0,40:12.5,4034266,14080844,3139004,10.46.158.88,10.46.158.88,37A22DFD0AF1127A4EFE5127C8B59EC7.pk23_539_K1,NULL,LVR,CAB,A16
29334392,58934032,1,LITHGOW,SMLE,E26829,1,NULL,,0.303,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,20:03.7,41:21.7,4037810,14082881,10656263,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29334396,NULL,1,NULL,NULL,NULL,1,NULL,,0.308,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,20:25.7,12:34.0,4025603,14064976,NULL,10.46.158.88,10.46.158.88,4487BA22CC2AB316CBF8C282BE406EEF.pk13_167_K1,NULL,BLT,CAB,A16
29334397,58921560,1,WEATHERBY,VANGUARD,VB207790,1,NULL,,0.223,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,13:33.4,04:30.4,4037810,14080594,10644058,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29335343,31896693,1,BAIKAL,TOZ-17-01,X21933,1,NULL,,0.22,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,09:42.0,57:22.9,4037810,14083452,9927020,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29335759,31598154,1,SAVAGE,340C,117639,1,NULL,,0.222,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,18:26.4,05:20.8,4037810,14083457,2814412,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29335777,58524060,1,MIDLAND GUN CO.,2600,43675,1,NULL,NULL,.30-06,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,52:25.5,19:16.3,4037810,14080575,10281547,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29336011,58753715,1,RUGER,AMERICAN,699-19188,1,NULL,,300BLKOUT,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,33:23.0,06:11.5,4037810,14083459,10479657,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29336056,58762575,1,HOWA,1500,B458427,1,NULL,,.308WIN,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,50:48.3,23:23.5,4034502,14065745,10488526,10.46.158.88,10.46.158.88,50EF51F401EEBD70A2939B2A9596A0EA.pk43_536_K1,NULL,BLT,CAB,A16
29336130,32051556,1,WINCHESTER,36,291895,1,NULL,,9MMRIMFIRE,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,08:51.4,54:14.9,4034502,14065750,8365046,10.46.158.88,10.46.158.88,2188C8C068ABA0BDC3C5DBCEB916E6A8.pk43_537_K1,NULL,BLT,CAA,A07
29336140,58436246,1,RUGER,77,680-52861,1,NULL,,0.308,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,27:52.9,54:35.5,4037810,14081441,10196119,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29336141,58399945,1,TIKKA,T 3,F36576,1,NULL,,0.223,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,30:51.3,29:54.2,4037810,14082856,10160324,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29336142,58717313,1,ADLER,A110,1613169,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,33:24.4,31:38.8,4037810,14082858,10443306,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A08
29336705,58730412,1,GAMO,MODEL UNKNOWN,041C07781315,1,NULL,,0.177,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,18:18.2,52:58.6,4037810,14081439,10456307,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,AIR,CAA,A04
29336706,58472749,1,PUMA,JW 15 A,1381473,1,NULL,,0.22,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,24:27.2,51:14.7,4037810,14081438,10231515,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29336855,58892704,1,HENRY,HEN009B,TTB043674,1,NULL,,30-30,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,26:59.8,21:09.9,4038793,14080804,10616903,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A16
29337535,58914079,1,CZ,457,D016779,1,NULL,NULL,.22LR,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,30:40.7,09:20.6,4038793,14066633,10636710,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A91
29338412,58764608,1,RUGER,AMERICAN,698-22852,1,NULL,NULL,0.223,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,51:43.9,24:31.4,4038793,14083423,10490345,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29338898,57957411,1,SAVAGE,93,1376791,1,NULL,NULL,0.22,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58:06.0,56:20.1,4010362,13336768,4265563,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,BLT,CAA,A91
29339658,58435635,1,RUGER,77,680-52813,1,NULL,NULL,0.308,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:51.3,10:47.4,4010362,13337866,10195508,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,BLT,CAB,A16
29339659,NULL,1,Ruger,Ruger,68052813,1,NULL,,0.308,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,29:05.6,06:37.4,4010362,13337867,NULL,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,BLT,CAB,A16
29339672,58853072,1,SAVAGE,AXIS,N006708,1,NULL,NULL,0.223,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:18.5,26:01.2,4034502,14065747,10577448,10.46.158.88,10.46.158.88,50EF51F401EEBD70A2939B2A9596A0EA.pk43_536_K1,NULL,BLT,CAB,A16
29340650,58347334,1,BSA,MODEL UNKNOWN,2098,1,NULL,NULL,0.22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,02:14.0,36:22.9,4037810,14080583,10109135,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29340700,31474139,1,CBC,402,898738,1,NULL,NULL,0.41,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,54:23.0,37:05.0,4037810,14080584,577102,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29340984,58774715,1,SAVAGE,AXIS,K600008,1,NULL,,0.223,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,12:33.2,56:33.9,4038793,14066624,10499984,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29341034,58913710,1,WEATHERBY,VANGUARD,VB220214,1,NULL,NULL,0.223,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,04:02.6,51:55.6,4038793,14083436,10636395,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29342058,58919096,1,BROWNING,BL 22,20591ZN242,1,NULL,,.22LR,15,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,49:15.7,20:46.3,4037810,14081404,10641683,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAA,A91
29342098,58838908,1,MARLIN,1894 CL,MR24920H,1,NULL,,0.357,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,43:41.1,13:40.4,4038793,14083418,10560588,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A16
29342114,58922551,1,WEIHRAUCH,HW 60 J,51549,1,NULL,,.22MAG,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,32:39.6,57:50.1,4034502,14065761,10645034,10.46.158.88,10.46.158.88,2188C8C068ABA0BDC3C5DBCEB916E6A8.pk43_537_K1,NULL,BLT,CAA,A91
29342143,58908205,1,MARLIN,XT-22MVSR,RB40728A,1,NULL,,.22MAG,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,06:15.6,27:31.8,4037810,14064982,10630935,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29342201,58867910,1,MARLIN,XT17,MM55821C,1,NULL,,0.17,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,48:12.2,31:57.4,4038793,14066614,10592000,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A91
29342208,58921187,1,LITHGOW,LA 102,Y09512,1,NULL,,.223REM,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,22:37.1,37:29.7,4038793,14080841,10643721,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29342662,58760625,1,LITHGOW,LA102,Y01723,1,NULL,,.308WIN,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,58:36.1,20:29.0,4038793,14080803,10486514,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29342746,NULL,1,NULL,NULL,,1,NULL,,0.68,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,29:34.6,19:17.0,4010362,13359555,NULL,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,AIR,CAA,A04
29342748,58910678,1,SAKO,A 1,157387,1,NULL,NULL,0.222,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,58:11.3,45:53.9,4037810,14080587,10633374,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29342815,32027115,1,AYA,MODEL UNKNOWN,331978,1,NULL,,12G,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,39:51.9,38:50.5,4037810,14080550,9527176,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29342823,31509076,1,STERLING ARMS,MODEL UNKNOWN,19834,1,NULL,,0.41,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,52:28.3,39:48.0,4037810,14080551,4328845,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BRK,CAA,A07
29342836,32182132,1,WINCHESTER,94,4447307,1,NULL,,30-30,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,56:04.0,40:49.2,4037810,14080552,8232042,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A16
29342841,31879982,1,SMLE,MKIII,17344,1,NULL,,0.303,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,02:44.6,42:11.1,4037810,14080553,5396760,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29343401,58923967,1,ADLER,B-220,19AU-02153,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,17:54.7,12:05.5,4038793,14066635,10646454,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29344461,58924786,1,WEIHRAUCH,HW 97 K,2276932,1,NULL,,0.177,NULL,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,26:49.3,44:52.4,4038793,14083431,10647268,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,AIR,CAA,A04
29344735,58924811,1,BROWNING,BLR,20543ZP341,1,NULL,,.30-06,4,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,50:32.6,49:08.4,4038793,14083433,10647295,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A16
29344951,58738145,1,SAVAGE,MKII,2807565,1,NULL,,0.22,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,34:30.7,59:19.0,4038793,14066627,10464217,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A91
29344959,31469973,1,LITHGOW,MK 3,81658,1,NULL,NULL,0.303,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,57:37.6,58:57.4,4034502,14065752,6806398,10.46.158.88,10.46.158.88,2188C8C068ABA0BDC3C5DBCEB916E6A8.pk43_537_K1,NULL,BLT,CAB,A16
29344960,31536362,1,LITHGOW,MK 3,59857,1,NULL,NULL,0.303,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,04:06.0,58:00.8,4034502,14065751,6290440,10.46.158.88,10.46.158.88,2188C8C068ABA0BDC3C5DBCEB916E6A8.pk43_537_K1,NULL,BLT,CAB,A16
29345325,31791205,1,RUGER,77,75-44278,1,NULL,NULL,.22/250,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,34:26.6,57:10.7,4038793,14080828,1756297,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29346964,31410608,1,WESTLEY RICHARDS,MODEL UNKNOWN,36585,1,NULL,NULL,0.318,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24:27.3,24:38.8,4034502,14065746,6152027,10.46.158.88,10.46.158.88,50EF51F401EEBD70A2939B2A9596A0EA.pk43_536_K1,NULL,FLB,CAB,A16
29347051,58788919,1,BROWNING,HI POWER,511ZT50038,-2147483648,mm,120,9MM,10,1,NULL,197,NULL,NULL,NULL,NULL,NULL,0,24:28.5,32:21.9,4037810,14082860,10513308,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,SAU,CAH,A31
29347761,58455057,1,AKKAR,3,14390079,1,NULL,NULL,12G,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:45.7,38:38.0,4038793,14066618,10214545,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BRK,CAA,A07
29347768,48325985,1,WALTHER,P99,10768,-2147483648,mm,125,9MM,10,-2147483648,mm,200,NULL,NULL,NULL,NULL,NULL,0,13:48.8,12:48.0,4038793,14083417,9825504,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,SAU,CAH,A31
29347770,32044731,1,RUGER,GP 100,172-46799,-2147483648,mm,154,0.357,6,1,NULL,250,NULL,NULL,NULL,NULL,NULL,0,20:33.4,11:06.2,4038793,14083416,604998,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,REV,CAH,A31
29347771,58653708,1,WALTHER,PPQ,PP019816,-2147483648,mm,120,.22LR,10,1,NULL,200,NULL,NULL,NULL,NULL,NULL,0,25:55.2,10:12.8,4038793,14083415,10409007,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,SAU,CAH,A47
29348363,58892304,1,SMITH & WESSON,686,DDA6153,1,NULL,153,.357MAG,6,1,NULL,305,NULL,NULL,NULL,NULL,NULL,0,19:29.7,15:10.0,4038793,14080816,10616611,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,REV,CAH,B03
29348367,58923676,1,ADLER,B-220,19AU-01862,1,NULL,NULL,12G,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09:42.7,33:06.5,4038793,14080830,10646163,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAA,A07
29348547,NULL,1,NULL,NULL,NULL,1,NULL,124,9mm,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,29:13.3,11:52.8,4010362,13425831,NULL,10.46.158.88,10.46.158.88,48EF53D1A86BBC44A6A4C57723BA7A8A.pk23_543_K1,NULL,SAU,CAH,A31
29349033,58705891,1,HOWA,M1500,B421251,1,NULL,NULL,0.223,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14:02.5,08:13.0,4037810,14083461,10432102,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29349063,31789987,1,SPORTCO OMARK,62S,RL131,1,NULL,NULL,0.22,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,03:08.6,09:58.4,4037810,14083467,844991,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29349064,32165881,1,NAGANT,M44,M44067405,1,NULL,NULL,7.62X54,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,08:05.4,09:11.0,4037810,14083464,1385798,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29349403,58897172,1,ADLER,A110,19AU-00737,1,NULL,NULL,0.41,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,06:04.1,08:36.1,4037810,14080566,10621181,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,LVR,CAB,A08
29349405,58925445,1,MARLIN,1895,MR258961,1,NULL,,.45/70,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,19:40.1,08:17.9,4038793,14083411,10647922,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A16
29349423,58579988,1,MAGNUM RESEARCH,DESERT EAGLE,DK0021775,-2147483648,mm,156,0.44,8,1,NULL,273,NULL,NULL,NULL,NULL,NULL,0,32:34.9,00:42.9,4037810,14081444,10336142,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,SAU,CAH,B03
29349443,58891854,1,MARLIN,1894,MR79185H,1,NULL,,357MAG,6,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,54:24.6,45:41.5,4038793,14083432,10615943,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A16
29349621,58874281,1,RUGER,AMERICAN,690252202,1,NULL,,0.308,3,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,56:25.4,38:56.5,4038793,14080833,10598409,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29349628,58909607,1,WALTHER,PARRUS,PG004613,1,NULL,,0.177,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,44:23.8,11:05.9,4038793,14083428,10632554,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,AIR,CAA,A04
29349629,58719118,1,CHIAPPA,1887,16D04862,1,NULL,,12G,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,50:43.6,12:39.1,4038793,14083429,10445015,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,LVR,CAB,A08
29349630,58923312,1,HOWA,1500,B570002,1,NULL,,0.223,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,05:26.4,58:26.2,4038793,14083406,10645846,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29349634,58925872,1,BERETTA,APX,A034149X,-2147483648,mm,125,9MM,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,04:47.6,35:45.5,4038793,14080810,10648255,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,SAU,CAH,A31
29349639,58478547,1,SMITH & WESSON,27,AVC8370,-2147483648,mm,152,0.357,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,29:17.3,53:54.2,4038793,14083401,10236969,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,REV,CAH,A31
29351159,58921573,1,WEATHERBY,VANGUARD,VB191636,1,NULL,,.22/250,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,05:16.1,34:44.6,4038793,14080840,10644071,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,BLT,CAB,A16
29351341,58909112,1,HOWA,1500,B552461,1,NULL,,.223REM,5,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,11:14.8,18:11.3,4037810,14081402,10631819,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAB,A16
29351408,58920688,1,UBERTI,,S12777,1,NULL,,.45/70,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,29:32.2,54:30.6,4038793,14080835,10643274,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,FLB,CAB,A16
29351473,31922705,1,WINCHESTER,1904,NO FACTORY SERIAL NUMBER,1,NULL,,0.22,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,38:12.9,34:19.2,4037810,14083485,933579,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29351576,58929184,1,RUGER,PRECISION,840-92119,1,NULL,,0.22,10,1,NULL,,NULL,NULL,NULL,NULL,NULL,0,12:55.1,14:03.5,4037810,14081398,10651325,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29351593,31972190,1,CBC,422,49979,1,NULL,NULL,0.22,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47:47.4,25:59.6,4037810,14081407,3376822,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29351611,58426861,1,MARLIN,782,20775888,1,NULL,NULL,.22MAG,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,30:59.0,49:31.9,4037810,14083489,10187110,10.46.158.88,10.46.158.88,FBAD3B60E6659CAB50A827306D3E82F9.pk13_178_K1,NULL,BLT,CAA,A91
29351636,NULL,1,NULL,NULL,NULL,1,NULL,135,9mm,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,37:33.8,04:35.4,4038793,13465003,NULL,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,SAU,CAH,A30
29352008,58542983,1,WALTHER,PPQ M2,FAW8268,-2147483648,mm,127,9MM,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,36:02.8,53:41.1,4038793,14083426,10299828,10.46.158.88,10.46.158.88,C3030905333AB6BDC25A471CFD372606.pk23_544_K1,NULL,SAU,CAH,A31
